350326,9215	143578,328784,78240
662652	260227,554890
1270132,370296,410755,685011	347135,370227,410755
210696,221329,9030	47090,596329,9030
448804,614622	251645,577483
550455,554833	789399
1085153,1358732,2176843,342959	1492566,789461
558370	555039
555000,760296	1672868,555171,639856
258400,446860,554718,554719	1428723,555171
1408608,217298	444804,551261,614358
444956,66227	1223009
171858,341651,501197	341651,9215
160165,554475,554610	210687,554766,572861
372260,614376	372260,614376
133910,555101	252312,597974,895485,98638
1473655,576782,70365	1719289,555325,99185
459982,50355,554574	350357
1217,1853832,2218116,2218117	37098,406676,789506,856414
276453,37098	1719537,412787,550455
554648	149305,898125
531582,548435	554737
1669,1854439	459982,50355,554574
1576634,681439	203659,446860,856339
1776067,1776068,1776069,207220,415227	1121769,183084,271824
2176054,296237	87346,982190
1431744,144078,165334,745167,972445	275662,62811,780270
174680,554413	1378934,570783
133259,296237,377050,425317	191807,1969549
1006374,391467	317719
942783	552127
3588,548195	1327302,3588
554759	288663,759295
614396,638334	168048,554559
558412,582094	153,533654,69044
281056,281058,47000,941933	451831,9442
548366	531718,548233
1327663,1327664,293205,406676,491506,614358	239829,50383
971993	555209,83972
511018,555355,9482	1332854,1969133,614714
413007,552169,552170	446860,565306
1696421,853914	169369,292356,9113
133910,555101	597974,895485,98638
534473,554721,7169	1053454,4765
314749,341642,404167,550131,614751	299518,4502,856280
595502,85240	9361
210377	301957,301958
160165,293211,444662	1205834,33356,511031,639437
341642,565859	462457,554749,894956
33742,555217	386475,487878
33023,534382,956379	441279,614481,614736
819558,9248	1358726,284179,510961
258400,511018	1332928,345320
1564478,1719118,491506,9430	144536,353773
292313	182913,554718,93955
169005,350858,825636,9543	614572,9003
174888,33138,533656	1784,3588
614396,650078,894406	1993387,692341,963726
534382	572866,614507,614578,74453
550455,555300	549366,614463
1280119,8807	168047,1854386
296237,614376,614738,614739	1346348,1718993,503201
228679,856229	138481,531576
547093	4470,558225
554670,555513	146584,328849
554824,577120	210098,554706
284289,535658	1327824,291356,555430
1333478,529552,681486,807161,913126	466928
558947	258475
32413,565900	405861,56035
554667	229707
1333,1615366,487937	1346832,375745
337102,561628,856443,894660	1329022,554407,8918
814133	172108,328005
10414,1099139,1428423,1428424,1428425,168846,169369,268394,507009,554670,554868,9113	155634,856320
32040	1995967
179829,258394,404150	555357,577047
289462	440393
22072	305452,547132,614728
4495	214436,232437
276453,37098	276453,9435
50354,50355	152451
1327480,168047	441277,8908
1564489,293210,554679,554906,9097	314873,36473,570099,72870,9097
229707,342613	102181,531744
33742,555217	614425,7800
18600,557999	1402119
5015,6650	558623
574679,704074,942313	444518,614723
551123,894587	1270003,1327760
182712,531787	221115,856309
1719422,614376,9248	1358804,554819,554820,710453,86757
549367,614411	1346598,192140,495332
498947,894521	179829,561082,856409
227376	168048,554559
547187,547188	49654,597470
155634,549775	56289
256897,639439	258635,93955
529426,70365	291323,4790
1279787,1358763,1427130,1427131,1427132,1427133,1427134,1427135,228521,444804,551745,554484,554678,595549	182683,344770,555383,8842
554824,968284	210687,554765,554766
75458	12057,152071
531821	350303,9248
1287735,638334,70365	1346348,638335
555504	1358804,555253,9020
565622,565707	49654,550034,614473,807738,8744
1327663,1327664,293205,406676,491506,614358	404167
552205	1854464
551906,554428,614489	555041,555372
328116,848515	1346379
1047462,1652038	336668,856331,86723,9297
529881	252043,697134
531707	349294,551895
529881	1346348,638335
614369	547852,555388
182765,350357,446747,93235	1515,358525,65382,95950
350104,406303	531609,9435
1340516,1719478,1719514,1811044,1995654,2040649,2040650,2040651,2040652,551261	1679,550456
251098,31476	1449971,251098,418462,565828
29978,305924	490651,72312
258377,9150	1738153,1738154,530276
501197,555209,9215,9430	1473756,350357,62821
565914	1564481,1564482,1564483,258400
169832,531608,549470,9003	301361,554868
614474,9039	834387
4498,942513	350861
595397,942826	547746,565446
130089,171978,269650,56215	182682,3592,548669,548670,548671
113779,171713	9361
511051,554792	1995860,30551
37098,406676,789506,856414	292612,531528
562319	314837
614322	466966,531744
115457,143578,78240	115457
1358804,554819,554820,710453,86757	1118692
133910,555102,836142,895232	404123,512049,9430
536946	15332,174740,511089
555051,614494	1951625,293245
1551312,444662	18653,548037,549530
554737	145126,388902
529620,554392,554393,8807,9215	314749,614491
228679,856229	160165,293211,444662
1718886,554729,9248	4790,79274,9047
4495	614574
531821	554683
290783,554643,554644,554645,554939	1332956,1719204,2049570,345320
171991,759987	1058257,561628,8918
1544952	166846,4793,536473,565487
1278105,614669,650938	1327486,894465,9361
555514	1250758
614374	531672,901335
4470	1208585,639716
550126,550127,550128,550129,550130,550132,550133,550135,550141,550142,614516,614517,614518,614519	258385,314749,555275,8882
1289489,271822,441396,555303	554623,968728
1359373	1995538,555071,600332
1576634,681439	70365,894791
350357,794501	555372
723569,780155	1327369,182719,182771,760579
256897,639439	550602,565531
636583	270214,555303
350303,9248	531505
1346734,408865,437512,722947	1346733,144576,408865
565622	1673170,605778
554594,555273	1327653,1327654,1327655,1327656,1327657,550549,554526,70365,8702
1718818,554492	423496,9197
536946	1346348,638335
258615	244520
1494320	290783,554643,554644,554645,554939
1428711,1719382	1255199,253625
1679,550456	275658,7924
1231508	550140,614480
258400,511018	1327679,293231,548272,555077
44866,511018	1623915,577011,614723
34265,525352	402232,554461
441277,552069	119997,168047,1853921,856419
1853891,1997495,5005,600635	179094,530225
160165,1624028,404758,412953	1854570,558500,86788
787900	1526743,1526744
133910,144511,554401,555102,555103,894765,895232	1327126,152063
1473501,328005,555013	358503,437470
511018,554754	1343936,510912,555433
565300,8060,969508	350780
634913	4489,518919,565325,9481
531627	182879,554629,554630
1038333,1718994,1792450,258392,341642,370803,394686,409082,409753,490646,554989,555362,565857	1067177,163550,1719236,1719237,531688,576956
133910,350861	1781230,79631
350186,653029	210392,361200,744973,7815
554536	279577,555147
565914	140134,314153,551694,578609
531582	1327505,84125
823611	614641
1719016,216846,531704,554523,554880	1253118
1496234,342663,549479,913123	1194459,1695,2213,810283
4498,549366,565555	153,293211,511031,639437,9283
160165,1624028,404758,412953	404758,412953
4498,549366	36113,710052
550136,614333	124395,1997488,548820
1668916,583708	574167,583706,583708
548578	155649,35189
291323	440393
1226507,1269973,1430931	1358732,1719567,1854064,1854065,342959,594792
1343900,2145660,412787,530515	1346808,531377,9003
547487,551883,9215	511031,554865
261953,261955,78741	1101491,1987665,1987666,1987667,1987668,230890,271060,342105,370803,416729,468000,955658
1053973,1428628,9264	1264776
143578,341651,614631,895796,895797	1239,210098
113659,1268899,210696,292356,368858	1136234,231287,328116
536946	1027153,23097,23098,23204
508129,9248	296237
299518,4502,856280	258635,291065,577630,70365
50468	194008
221018,273931,649228,72857	1776255,854370
1408843,776792	344999,86726,9316
438095	271872,444847
531643,69044	1718969,342989
100158,745581,894768	26053,635513
635050,9683	301881,315643,72288
4498,549366	292356,4524
536946	100158,20080
1298178	9053
242114,614324,9097	614324
822867,916995	4701,4790,534309
29478,438101	15332,555281
853637	570757,681971
614552	1854414,341625
554883	249773,6322
341620,9248	531643
276453,9435	1669,1854439
447654,447656,548872,550521	614322,614323
1664944,315257,548526	1580424,614458,79512
1402070	322819,555067,555068
388493,808199	614480
547746,565191	547746,565446
133910,350861	350861
62811,894907	807738
550129,550132,550141,554444	124395,614619
1428616	270214
614412	1473533,1473534,358509,83436
33751,382562	498008,8918,942597
291323	258635,291065,70365
551261	1280434,1719513,1719514,1719515,1719516,305916,576956
547452	2176131
276453,549365	1194492
1719051	531582,548435
1327699	1300781,1300782,1729001,577120
531708	1276077
173604,497965,558623	177981,614392
555209,555272	129778,518919
145531,1951474,9248	293245
530384,9197	337102
124395,293245	1719072,341590
565622,565707	555080
501197,555209,9215,9430	100158,709618
2176305,328605,614723,703674	258401,4489,577047
1537,614604	111108
531582,548435	1157393,467042,56289
258401,291065,511018	1564458,1564459,554591,555220,730433,9435
554623	291186,554623,8828
1327609,9150	79274
565859,9113	549601,808224
636651,794501	21686,814074,8695
49654,550034,614473,807738,8744	11196,673311
1289489,271822,441396	268394,549736,65328,84368
296237,547266	1623914,248813
342959,894569	18785,971061
291065,444518,70365	181756,314733
3588,548195	460935,72887,96822
555068,565505	139658,144761,328501,4792
153526,555281,555282,555283,555284,555285	228415,345016,461586
179829,1853682,263001,507004,894465,9248	296237,507004,554808
21658,44964,729477	293349,5046,53994
547093,550132,550135,550141	444956,66227
1428346,533360	573644
221743,221744,3588,614458	1286811,1346732,387900
1528691	1719517,550129
554883	115457,143578
1481122,554958,856245	249559,275342,391464,597421
547187	133910,228679,856229
51926	551261
755863	387069
554824,968284	1038682,258383
1524198	1524198
1792501,535658	160165,293211,444662
529426,70365	528422,760540
526948,557999,895883	125406,554754
491528	258400,258401,511018
614645	444589
1182331,1364703,511572	358143,554785,590721
942783	554485
1268615,1402088,1402089,1402090,1402091,1402092,636752,823510	572777,70775
425488,425490,425491,550055	133259,292315,296175,832829,9290
153586	221019,554706,554707
1058437,1058438,406676,554721	1058437,218784,554721
669257,669258,669259	555303,669257
531627,555272	1327656,1358748,1564490,531627,554526
614369	1145766,1993264,614467
550126,550128	549363
1194967,614516	388493,65984
614392,614672	221329,9030
353605	328501,50383
554737,806779	1995538,555071,600332
1429578,1429579,555413	413566,80630
614472	342959,555281
558909,614703	296237
554683	594980,807987
595218	66223,66224
554492,8744	554397,554461
1995667	131075,531780
353773,551261,70407	100158,133910,531632
1428429,1428430,50383,554906,577011	160165,239829,60344,832527
276561	169369,258394,554397
438095	364251,638493
140755,477810	132240,9278
529977	258474,441417
554995	823611
1719018,388606	388492,550455
258383,86723	169369,448349,9113
614369	554567,895200
1049630,166606,265258,284338,554755,856452	289034,533845
342613,511031,555523	554865
4524,555101	531394,550136
1719412,577685,614743	1700096,1718972
530384,9197	1327089,1327090,263001
547093	378750,529203
1428425,168846,258378,531608	299518,4502,856280
155634,856320	155634,248813,507004
1251605,508367	1679,550456
2176000,424044,548578	115457,1462328,1462329,1719525,1719526,1719527,56246,667449
418482	304698,554865
2238670	30367,49654,597470
119478,206352,301881	1719448,1719449,576090
554485	554485
439196,554863,614381	462457,554749,894956
224710,410755	139658,328501,4792
1635927,1636104,1636105,1636106,211722,546837	1612118,322048
1462274,511031,547093,554439	132023
555268	1288616,8807
1624116,23126,9370	182682,66324
56158,614692	284289,444953
635069,9215	258475
485944,614392	1102826,1719287,1719288,9402
550129,550132,550141,554444	174337,498944,565635,83261
554525,554526,70365	573644
662924	240910,953108
394686,555383	448349,555169,86723
1854315,342133,825575	1218316,444853
134622,179094,2176220,232437	25054,252209,531849,632346,9197
47119	115457,251098
1516960	531584
258391,554868	389014
1327827	270214,555303
555118,555310	182803,501197
270214,555303	575717
229835,62863,681883	1510743
536946	1678759,9475
552170,565465	406079,70407
531658	1580424,614458,79512
558909,614703	446860,614527
1053973,9264	249559,275342,391464,597421
394686,4524,730433	292612,551261
63396,781519,88831	111108
530515,554492	252043,405861
1402070	555303,576927,856474
229707,507132,554401,555102,894765	1084375,792514
1623764,168846	292356,550131,895423
529957	16377
1358181,1358182,1432435,406575,917116	1428662,160165,350437,547750
1384642,511018	221743,221744,3588,614458
1718793,555041	1719272,554754
600335,942740	258475
1680452,548820,600346,74928,86726	179829,347687
1719590,291065	1217,1574581,1719375,1719376,1719377,1719378,258400,38772,614544
412787,550455,550456	310586,555297,555300
350284,357360	779310,834419
341651,9215,9683	555381
511031,895069	1995882,529878
614321	444804,551261,614358
491490,50383,9290	401174,4792,554622,607618
292356,8744	1564450,601233
228423,554893,8744	554893,8744
533751,614327,68645	1290628
1408874,552218	9361
789399	328671
155634,155635,1717623	155634,155635,856320,856321
1543583,554721	460111,477810
444352	1343936,510912,555433
636956	21686,814074,8695
444352	1132155,581494
34193,531786	1727836,1853973
614459,8882	1546399,9248
293211,511031,555390,9271	153,293211,511031,9283
635050	258401,291065,511018
547093	531821
1564383,554533,9020	555253,9020
303640,554880	555460,565232
144979,2008849,291301	299773,807738
341651,501197,614392	614392,637622
410748,856332	1489676,169369,572170,9113
614411	531665
8702,894791,9113	345320,667359
550126,550127,550128,550129,550130,550132,550133,550135,550141,550142,614516,614517,614518,614519	21663,39650,410755
160361,533751	555514
258394,314749,47144,554397,667374,8746,9290,9307	1267421,160165,28
1843760,444518	258400,258401,511018
1358024	554804,9264
168846,554868,555458	4471,549420
372012,614675	477792
1427124,1427125,1427127,2181150,404416,943040,993750	34205
1528700,183767,2208865,394686,404123,426542,4524	1327255,155634,155635
125792,23554	405861,531494
23683,848515	144576,789708
145531,2176020,2176021,296237	221742,9197
1621,614609	531557
552239	1780,628601
258401,511018	555068,636956,637840
614574,9475	1408898,666787
554824,968284	1327735,554824,577120,8918
636956	614474,9683
1522696,220887,548279	220887,760075,99472
305916,507167,550240,554524	228679,413072,560988
531821,554906	1854650
551745,554864	1623797,1623798,1623799,298771,554484,614330
49654,561629	281056,549470,554568
152332,1764399,1764400	1593855,9143
137638,943076	921396,9435
533751,614327,68645	292356,4524
571628	1327475,239005
547187	293211,8746,9053
258400,511018	1015197,1818778,375786,736774
160165,554688,577011	1358783,160165
