149,261649,437413	149,261649,437413,8924
517676,8676	147833,4307,517617
148292	148292
465707,469618,517757	232162,3443
7214,93500	7214,79879
467739,470904	1064189,260799,71611
147545,20757	47485
484065,484573,6809	1139189,504647
191430,191431	14758,252969
138088,466978,517635	138088,517635
242257,673840,8945	1064056,3443
687554	465707,469618,517757
70814	242257,471558
9070	471100,668401
236223	236223
1029299,471252,471266	8397,8695
154637,466307	1577,246903
1141122,359192	309175,466075
772436	65181
120368,471671	337162,471671,989145
380213,452988,471223,66391	232156
210157,22633,240755,49784	210157,22633,240755,49784
92641	302202,8765
200729,357429	293721
211853	517769,65625
359192,703962	244576
203224	191379,44383,8703
268969,61049	154637
46802	46802
1255362,375078,479449	472977,59400,6446
1064358,242257,705673,8945	8938
279858,559213	200719,305159,8813
36867	41326,877478
1556327,1556405,243673,268969,471176,48665,76527	1556405,243673
1439,65629,65632	1439,65632
471140,536554,555987,9300	159264,24929,437405,536554,9300
45970,466543	286667,443391
1093622,206505	1093622,1219596,1342855,1353095,206505
1577,488612	6801
1138893	1452759,8906
438309,451607,517609	261595
115512,228166	115512,228166
285889	309175,466075
124240,232165,356313,471081	34481,983152
191178,454904,471221	1063956,1063957,122158,1405
63039	63039
1068203,31951	180910,479585
166858	1186150,493143
570175,570176	454904
127660,451919	1064344,41981,536328
132550	166747
735743	1064150,466226,667147
1556240,517856,524010,59733	517856,59733,78185
24083,479400,673254	1240020,411360
371198,548192,548193	471388,8595
8765	437399,7804
1308610,8595	122460
705676	134707,517801
143060,155758,8781	467264,470984
384767,467058,467059	206875,20745,465187
471404,7779	1310378,276161
4337,472962	309175,466075
466356	1172472,237061
1172472,237061	1172472,290990,388880
1064010,276871,92641	254039,333778,85065,976253
127660	8873
1690741	243700,259859
1820,9233	15763
354047,437405	154636,23973
129505,4615	129505,4615
471029	232156,471029,9070
1078586,70814	47462
3443	200728,200729,3443,451058
388880,4324,471217,471418,74905	388880,4324,471217,471250
325367	16718,17765
256298,8488	81169,8945
103336,437405	232172,353599
1577,246903	506736
992944	467964,479338
206678	388880,4324
277101,367972,370084,473901,67881	167644,302208
206843,71475	276871,92641
1141903,251412	455892,736930
1857,479469,479596	1242635,1556284,1556285
66129,998276	453016,471534
417754,485271	451825,48665,48666,94309
120368,337162,44314,471671,569069,751390	251403,452994,9070
541022	669541
164346	164346,232167,517698
4850	230820,261710,471140,4850
474179,715023	309175,466075
471684	333096,471360
417754,485295	402558
29983,705736,730660	1319762,305132,8595
353774,66170	353774,66170
1141546,247545,452982,467581	452982
148104	148,164346,261749
1353306,1577	9074,9075
471059	163740,40947,452036
1064301,8585	8585
4333	379313,471616,8873
1164285,437413,465160,470905	156144,272376,466247
165891	367718
272376,384710	136916,272376
375475,471239,49902,8562	4358,705729
454904	386860,388486
421339	41981,535173
8906	452982
1141376,1141377,547126	1019835,1019836,443452,471681
484342	210157,22633,240755,49784
146583,47469,62246	1251619
703911	59635,66122
34347,3791	1178259,381926,537764
138088,471555	120125,1556283
470875,8906	8906
21134,8906	8595
340313,466868,471561	14758,156170,471419,471560,471562,471563
1172617,467928	4333,466981,479585
59733,83050	471009,9070
302988	302988
143705,517804,53013	120324,517873
282404,289497,452152	171660
311852,468510	11181,371480
120368,471671	167644,8781
1305280,232160,561873	1305828,175076,199571,199572
198246,517686	260104,395233,8595
471140,673280,9300	24968
537183	1009007,1064010,254039,437379,8179,92641
134009,291414,8703	164346,256298
1520,232167,261649	429728,9300
134009,291414,8703	129505,134009,291414,4615
207889,384482	1064108,245543
103368,467589	124240
517733	517615,517844
545603	471360
993044	467586,467590
645866	171660
471003	8585
23092,422278,422279	1242635,1556284,1556285
384408,437853	506736
147833,8873,8876,9017	437405,454516,47489
1019835,1019836,134343,443452,471000,471681,473883,479498,517870,545424	1554279,1554280
1243295,327037	327037
290990,429728,8873	157518
443391,517831	327037,474220
397162,517792	851115
286667	286667,367718
254134,79751	471059,507436
1070244,1139200,120324	120550,1264438,1264439,1503436,1503437,1503438,1503439,382288,69140
147987	147987
1027314,1197377,65181	1027314,65181
1353138,200152,470972	1283896,200152
45970	307690
122686,305453	1068305,1353392,1596097,305157
535213	64960,705678
194301	155758,8385,8781
236223,291414,8703	134009,291414,8703
689040	1284100,1577,467044
470873	470873,484461,517795,517796
517835	465296,8906
1211560,475928	1352699,475928
121601,1577,466247	1577,466247
256564	176014,511053
153916,473781	153916,471090,67866,68011,8936
308440	235603
204413	378289
1622,46611	1211966,488636,9038
302208,471392	1690915,792005,892804,892805,894162
232172,353599	20757,8378
47488	422083,47489,8938
1029083,130360,466674,53013	517828,53013
471061	370110,471673,8530
4333	517665
1212953,22535,592499	471616,9109
274332,383452,60329	155271,232167,453006
536148	143784,176700
261680,81143	115512,228166
14758	28067,673280
167513,474278,474279,79449	1027103,8807
217434,318612	1284098,264145,8488
472962,673199	274852
178444,465940	1020842,679395
361104,705672	1353129,303285
123623,148914,153380,327037,384610	1063982,8906
10012	305157,8509
453006,471376	164346,453006,471376
288884,471674	59635,66122
466981,517642	299364,81888
8873,9300	8873
254518,587981	1060639
14774,8204	129505,357429
456376,468791,479704	467964,479338
15420,4333,471000	232172,437405
92666	206214,260124
535450	8873
166831,206871,260073	166831,206871,260073
4333,466981	218630,28859,474085
1021838,359277,468191	134731
237288,325622,465668,465670	465668,465670
517665,9300	8873,9065,9300
331047	8873
226056,467353	226835,23944,532292,8855,8954
660338	517856,59733,670115
4306,470957	374955,473617
340011,530044	517611
1064391,69436	1064391,69436
8703	44383,503645,8703
157842,190821,745752	517665
1110135,527089	41981,535173
1124307	244649
1166,263726,387961,86543	263726,387961,86543
569080	550491,62646
421339,79574	149869,282333
122460	1308610,8595
464937,465663	1863,464937,465663
1009986,15120	291472,427268,481128
532801	195350
13448,309122,320942,384610,455370,543239	143060,471324
470905	147833
291414,8703	1221607,1492852,1556251,1556252
1048698,220128,381879	467846
705792,8595	1217695,452990
114,1863	210004,567822
163740,40947,452036	163740,452036
1064179,8676	1064179,8676
154637	380213,452988,471223
1318,13500,191641	209101,291082,696736
103336,437405	160194,206670
344469	8426,8855,8954
134343,471360	206895,471360
517615,517844	143060,155758,8781
127660,474296,671746	282333
1439,159264,20757	14
232167,256770	164346,232167
291409,48762	291409,47618,48762
471003,73	517612,7214,79879
172660,217820	165878,4324
230867,232279	1285,470938,889832
550491,62646	1078196,129227,485042
215544	9300
134343,205853,471012,471013	471360
465517,705719,81172	487527,81172
18005	282333
187606,53014,569403,78900	233547,559302
1164285,437413,465160,470905	1063979,1063980,468357
431190,465296	64960,705691
191248	143060,397162,470925
247630,354322,381882,591414	468556,517680
309213,8906	305132,470938,471397
1676,174822,22443,529732	1124315,470984
356313,422276,452982,465160,467579,467580,467581,467582,467583,467584,467585,467586,467587,467588,467591,467592	467586,467590
479607,81228,9300	1251678,479607,556120
1142153,468681	465707,469618,517757
454903,4613	4613,517834
15420,154637,471000	15420,506940
750181	359192,542834
1212384,256564,485536	279946,9017
105356,48726,750194	259859,792124
8855	65625,8426,8855
1318,13500,191641	232380,91949
1068203	303285,31951,361104,559269,705672
143060,155758,8781	147833,4307,517617
8906	517809,59929
479387,492254	1596207,242937
443391,668830,9108	454904
246839	137164,363022,394476
517857	191268
120368,471671	134211,989333,989334
191429,191430,191431	339106
506968	1353543,506968
416783	1453400,550566
471140,673280,78676	9300
41981,535173	1064344,41981,536328
1107856,328634	1145,654243
1110114	194345
1285168,160963,517855	92666
205853	122603,18066
8906	242257,471558,705815
159264	1439,65632
452973,705797,71608	1064312,452973
344386	66358
1172542,1172543,134343,240768,395094,465572	134343,236807,395094,88002
517792,534830	9065
242949	242949
381941	3804,85177
1120082	668936
466307,484540	175140,283823
147833,488864,8709,8873	8709,9031
277101,367972,370084,473901,67881	18376,246651
286667,443391	286667,367718
1139307	471445,68412
48	9300
772600	1554525
485287	361104,559269
156217,246651	156217
569442	546078
166599,466978,517734	4333,466981,474220,517641,517642
1577,467044	451825,48665,48666,94309
1353301	466939
1240012,1240013,465027	120368
472962,673199	218615,218949
806109	340241,806109
165891	191323,733321
772268	155239
517684	198213,517696
31951,6710	251403,9070
772019	247545,35073
384515	103336
129505,291414	291414,47489,736484
327037	24473,473679,9059
8873,8876	47489,8876
517837	122664,6801
141891,206678	141891,206678
452994,9070	517626
22633,484789	210157,22633
1140751,138088	1063985,8781
154507,191372	129905,147833,705831
154638	59635,66122
377746	9300
4772	4772
191431	350547
470872,517802	470872,517802
331225	467964,479338
147833,261741	147833,261741,517684
466932,680214	1691093,36707,660338
47488	261128,471366
340968,587981	263182
354047,378301	28067,368728
536058	502724,57,7779
206678	8709,9031
1353217,421933	340147,5347
4099	282333
159264,166589,471140	1439,159264,241342,537171
384453,465677,470999,615346	276115,289480,379224
64575	453103
286684	471489
67867	31610
1068246,279858,303285,467582	1353225,303285
471392,471661,471662,471663,471664,471665,471666,471667	471392,471662,471667
302208,471323	232162,4291,471077,8781
242945	242945
471291	272376,384710,517632
129505,357429	388880,471217,471616
451618	668936
4358,8781	1064056,3443
467370	15420,506940
157842,190821,745752	4333,466981
517773	517773,7779
4358,8488,8781	517853,8385,8781
465296,471180,8906	470881
384445,468465,468467	312676,988828
422369	384832,469618
471563	143060,397162,470925
236223,252969	9075
150224,313082	472977,59400,6446
1453150,269019,669541	669541
437184,465573,465760	244576
421933,736009	1124315,470984
311852	380213,45970,471223
185274,386267	386267,667311
1204553	452982
15120	115512,228166
471616,517665	471616,517682
358971,427925	18376,37514,466707,750093
8906	124240
1075994,359192,382826,517742	165943,359191,359192,359193,382826,517742,542833,542834,928380
4358,8781	471595
452956,66487	9074,9075
40947,452036	1805,454289,81618
48665,94309	105534
240738,381917,4613	3443,4613,4621
4324,443391,9108	216369,434361,437405,437462,453014
156173,484084,7590	1064382,47599
359192	61435,8390
484727	247177,506750,73423
1127422,381879,392330,398170	235603
14363,549199	471397,476358,8595
34481	128430,46802
471397,476358,8595	1145,1283992
467586,517615	517609
305132,471397,792125,8595	305132,470938,792125,8595
471090,4772	128430,46802
359192,703962	470972
20757,470955,470956	470955,96044
168814,211070,452998,658497	1064241,1078366,147053,160884,168814,259489,402558,452998,4648,488935,508210,9260
517703	517703
150224,81228	131325,29982,493143,933162
258522	354292,517860
1209693	1209693
451825,48665,48666,76527,94309	48665,94309
988946	120368,443391
1353301	488636,66129
465502,471100	471136,64575
326862	397162,411369
1556186,713741	129227,329766
375078,479449	155239
1421272,467964	27482,547736
23181,858816	302988
502762,549121	115512,228166
64575	355963
534397	44331
1565371,422328	454866
336504,673254	286667,443391
78782	164346,228166,237044,33073,352694,471376,61479,64960,8426,8765,8855,8938
1178491,119273,1554424,816502,9065	119273,1220142,1554310,1554311,416941,571127,682059
492025,492545,670474	1106731,537171,65629,65632
330807	48666,517859
84166	340472,935913
132963,9065	8873
143640	421964
122486,338538,370092	122486,217434,4358,470958
1249513,1453245,4498	236847,4498
518172,565146,9059	24473,473679,9059
502756	281715,281774,452998
470910	517797,517798
1186528,239589,254039,976253	1211966,488636,9038
467867	1021066,1448853,1556391,311873,468681,793273
550566	550566,736004
130463,36221	286667,443391
92750	8873
237288,867770	105001,81143
384445,468467	471632,471633
243673,384449	243673,517682
1690617,53013	468358,469233
115512,730660	506940
327037,767786	122460
1448705,74756	260104,395233,8595
467586	467586
471136,64575	467044
171660,243673	178858,378317
171660,466978	327037,474220
242257,471595	1186528,239589,976253
471672	155758,232167,470881
1477317,264462,65632	737025
451668	470925,61479
465365	336504,6465
29983,437405	454904
159264,9300	122664,6801
356313,422276,452982,465160,467579,467580,467581,467583,467585,467591,470910,517735,517736,517737	270720,471558,517630,517631
470937,61578,8385	388880,471217,471616
48749	434536,94154
138088,466978,517635	466978
1078306,26057,976253	1360503
232156	182101,259624,279857,471065,471066
121731,129597	129597
29137	467964,479338
17623	232156,4333
200728,200729,451058	164346,232167
28067	772613
157941,1733726,483169,632146	1577,488612,967907
153137,455364,468681	31951,6710
1452685,1452686	166599
345008,465296	1046844,1063907,1063908,1276
47456	764604,90672
471088,471252,47489,8876	147833,4317,471266
17445,476927	1064386
261649,437413,468395	339343,4613,48687
165117	165117
300394,473630	1353299,302166
31143,471140,7765	166589,471140
244974	394739,780034
884427	9300
103336	1078458,329766
1690856,1690857,8906	260095
1076368,1573	452994,9070
127660,451919,517670,772675	518172,565146,9059
232171,388880,4324,471217,471418	388880,471217,471616
359057,736354	452855
1015468,1690959	452982
255438,466981,517813	115512,228166
337185,337186	337185,337186,468996
1557597,84166	1064300,1064301,8585
120368,157491,337162,471671,479330,872315	134211,989333,989334
143060,467582,736484	47489
291409,48762	1353444,246909,41140,973689
245600,471715,484995	29983
286667,443391	411360,868242
469130,736472	380213,452988,471223
228166,8426,8954	158910,31387,46239,9059
157842,28067	205776,304929,8703
1676,174822,22443,529732	1356,471052
1701578,397388,484517,484518,484519,484520	134716,966462
1124331,517835	449616,466131
1452876	427281,471252
130407,375078,794095	465668,465670
465642,465643,52922,631757,87327	105001,81143
157491,479330	157491,421909,740126
452992	658497,66122
517799	286619,471384
4680,474298	4680
369687	286097
471003	103336
468422	1064143,149616
1064276,517750	1064276,517750
321289	282333
1119471,1120187,1293095	167644,370110,4358,8781
1283985,61537	1452746,245435,471690
45970	286667,443391
331022	443367
148595,465517,81172	487527,81172
178056,23970	218640,397162
9300	471616,517682
339343,4613	3443,4613,4621
465124,471219,517611	1336699,1336701,1353115
156144,1577,471008	156144,467059,471008
1036284,243633,381926	1283985,61537
